Artist
A Taste Of Honey
A Taste Of Honey
A Taste Of Honey
A Taste Of Honey
A Taste Of Honey
A Taste Of Honey
A Taste Of Honey
A Taste Of Honey
A Taste OF Honey
ABBA
ABBA
ABBA
ABBA
ABBA
ABBA
ABBA
ABBA
ABBA
ABBA
Andrea True Connection
Andrea True Connection
Andrea True Connection
Andrea True Connection
Andrea True Connection
Andrea True Connection
Andrea True Connection
Andrea True Connection
Andrea True Connection
Andrea True Connection
Aretha Franklin
Aretha Franklin
Aretha Franklin
Aretha Franklin
Aretha Franklin
Aretha Franklin
Aretha Franklin
Ashford & Simpson
Ashford & Simpson
Ashford & Simpson
Ashford & Simpson
Ashford & Simpson
Ashford & Simpson
Ashford & Simpson
Ashford & Simpson
B.T. Express
B.T. Express
B.T. Express
B.T. Express
B.T. Express
B.T. Express
Barrabas
Barrabas
Barrabas
Barrabas
Barrabas
Barry White
Barry White
Barry White
Barry White
Barry White
Barry White
Barry White
Bee Gees
Bee Gees
Bee Gees
Bee Gees
Bee Gees
Bee Gees
Bee Gees
Bee Gees
Bee Gees
Bee Gees
Blue Magic
Blue Magic
Blue Magic
Blue Magic
Blue Magic
Blue Magic
Blue Magic
Blue Magic
Blue Magic
Blue Magic
Bohannon
Bohannon
Bohannon
Bohannon
Bohannon
Bohannon
Boney M.
Boney M.
Boney M.
Boney M.
Boney M.
Boney M.
Boney M.
Candi Staton
Candi Staton
Candi Staton
Candi Staton
Carol Douglas
Carol Douglas
Carol Douglas
Carol Douglas
Carol Douglas
Carol Douglas
Carol Douglas
Carol Douglas
Carol Douglas
Carol Douglas
Cerrone
Cerrone
Cerrone
Cerrone
Cerrone
Cerrone
Cerrone
Cerrone
Chaka Khan
Cheryl Lynn
Cheryl Lynn
Cheryl Lynn
Cheryl Lynn
Cheryl Lynn
Cheryl Lynn
Cheryl Lynn
Cheryl Lynn
Cheryl Lynn
CHIC
CHIC
CHIC
CHIC
CHIC
CHIC
CHIC
CHIC
CHIC
Claudja Barry
Claudja Barry
Claudja Barry
Claudja Barry
Claudja Barry
Claudja Barry
Commodores
Commodores
Commodores
Commodores
Commodores
Commodores
Commodores
Commodores
Commodores
Commodores
Crown Heights Affair
Crown Heights Affair
Crown Heights Affair
Crown Heights Affair
Crown Heights Affair
Crown Heights Affair
Crown Heights Affair
Crown Heights Affair
Crown Heights Affair
Crown Heights Affair
Curtis Mayfield
Curtis Mayfield
Curtis Mayfield
Curtis Mayfield
Curtis Mayfield
Curtis Mayfield
Curtis Mayfield
Curtis Mayfield
Curtis Mayfield
D-Train
D-Train
D-Train
D-Train
D-Train
D-Train
D-Train
D-Train
Dan Hartman
Dan Hartman
Dan Hartman
Detroit Emeralds
Detroit Emeralds
Detroit Emeralds
Detroit Emeralds
Detroit Emeralds
Detroit Emeralds
Detroit Emeralds
Diana Ross
Diana Ross
Diana Ross
Diana Ross
Diana Ross
Diana Ross
Diana Ross
Diana Ross
Diana Ross
Donna Summer
Donna Summer
Donna Summer
Donna Summer
Donna Summer
Donna Summer
Donna Summer
Donna Summer
Donna Summer
Donna Summer
"Earth, Wind & Fire"
"Earth, Wind & Fire"
"Earth, Wind & Fire"
"Earth, Wind & Fire"
"Earth, Wind & Fire"
"Earth, Wind & Fire"
"Earth, Wind & Fire"
"Earth, Wind & Fire"
"Earth, Wind & Fire"
"Earth, Wind & Fire"
"Ecstasy, Passion & Pain"
"Ecstasy, Passion & Pain"
Eddie Kendricks
Eddie Kendricks
Eddie Kendricks
Eddie Kendricks
Eddie Kendricks
Eddie Kendricks
Eddie Kendricks
Eddie Kendricks
Eddie Kendricks
Eddie Kendricks
Edwin Starr
Edwin Starr
Edwin Starr
Edwin Starr
Edwin Starr
Edwin Starr
Edwin Starr
"Evelyn ""Champagne"" King"
"Evelyn ""Champagne"" King"
"Evelyn ""Champagne"" King"
"Evelyn ""Champagne"" King"
"Evelyn ""Champagne"" King"
"Evelyn ""Champagne"" King"
"Evelyn ""Champagne"" King"
"Evelyn ""Champagne"" King"
"Evelyn ""Champagne"" King"
Fatback Band
Fatback Band
Fatback Band
Fatback Band
Fatback Band
Fatback Band
Fatback Band
First Choice
First Choice
First Choice
First Choice
First Choice
First Choice
First Choice
First Choice
France Joli
France Joli
France Joli
France Joli
G.Q.
G.Q.
G.Q.
G.Q.
G.Q.
G.Q.
G.Q.
G.Q.
Gino Soccio
Gino Soccio
Gino Soccio
Gino Soccio
Gino Soccio
Gino Soccio
Gino Soccio
Gino Soccio
Grace Jones
Grace Jones
Grace Jones
Grace Jones
Grace Jones
Grace Jones
Grace Jones
Grace Jones
Grace Jones
Harold Melvin & The Blue Notes
Harold Melvin & The Blue Notes
Harold Melvin & The Blue Notes
Harold Melvin & The Blue Notes
Harold Melvin & The Blue Notes
Harold Melvin & The Blue Notes
Harold Melvin & The Blue Notes
Harold Melvin & The Blue Notes
Harold Melvin & The Blue Notes
Heatwave
Heatwave
Heatwave
Heatwave
Heatwave
Heatwave
Heatwave
Heatwave
Heatwave
Honey Cone
Honey Cone
Honey Cone
Honey Cone
Honey Cone
Honey Cone
Hues Corporation
Hues Corporation
Isaac Hayes
Isaac Hayes
Isaac Hayes
Isaac Hayes
Isaac Hayes
Isaac Hayes
Isaac Hayes
Isaac Hayes
Jackie Moore
Jackie Moore
Jackie Moore
Jackie Moore
Jackie Moore
James Brown
James Brown
James Brown
James Brown
James Brown
James Brown
James Brown
James Brown
James Brown
James Brown
John Davis & The Monster Orchestra
John Davis & The Monster Orchestra
John Davis & The Monster Orchestra
John Davis & The Monster Orchestra
John Davis & The Monster Orchestra
John Davis & The Monster Orchestra
John Davis & The Monster Orchestra
KC & The Sunshine Band
LaBelle
LaBelle
LaBelle
LaBelle
Lime
Lime
Lime
Lime
Lime
Linda Clifford
Linda Clifford
Linda Clifford
Linda Clifford
Linda Clifford
Lipps Inc.
Lipps Inc.
Lipps Inc.
Lipps Inc.
Loleatta Holloway
Loleatta Holloway
Loleatta Holloway
